id,belongs_to_collection,budget,popularity,revenue,release_year,release_day,outcome,en,EUR + AUS,ASIA + AFRICA,AMERICA,Paramount Pictures,other_companies,Warner Bros.,Universal Pictures,Twentieth Century Fox Film Corporation,Thriller,Romance,Action,Drama,Comedy,Friday,Monday,Saturday,Thursday,Tuesday,Wednesday,budget_year_ratio
534,0,15000000,6.600651,30102717,1991,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3
535,1,100000000,19.382082,330579719,2005,Wednesday,TRUE,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5
536,1,7485789,8.3539,44527234,1968,Wednesday,TRUE,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
537,1,27000000,14.225919,20158808,1984,Thursday,FALSE,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4
538,0,11115115,2.081712,36565280,1981,Friday,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
539,1,23000000,7.667579,150816700,2008,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3
540,0,300000,1.023164,1400000,1981,Thursday,TRUE,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
541,0,6,11.179864,8,2000,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
542,0,50000000,5.716009,73956241,1999,Friday,FALSE,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5
543,0,50000000,10.337994,97437106,2014,Wednesday,FALSE,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,5
544,0,39000000,7.830087,288752301,1988,Tuesday,TRUE,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4
545,0,13000000,2.326115,8026971,1998,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2
546,0,5000000,9.649312,1000000,2010,Thursday,FALSE,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
547,0,50000000,5.768575,94000000,2005,Wednesday,FALSE,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5
548,0,9000000,14.304205,2500000,1968,Thursday,FALSE,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
549,0,1174460,5.682778,16300000,1944,Monday,TRUE,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
550,1,30000000,11.766244,192452832,2005,Sunday,TRUE,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
551,0,16500000,10.673167,135000000,1995,Wednesday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
552,0,5000000,5.839893,12232628,1983,Thursday,TRUE,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,2
553,0,20000,3.111281,99000,1997,Thursday,TRUE,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
554,0,2600000,8.623982,553198,2007,Thursday,FALSE,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
555,0,25000000,7.438934,22200000,1994,Saturday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3
556,0,11500000,6.514592,20079850,1994,Friday,FALSE,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
557,0,13777242,11.959887,13000000,1985,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2
558,0,13000000,8.378149,754249,2009,Tuesday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
559,1,7500000,19.561767,8135031,2012,Saturday,FALSE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
560,0,54000000,20.214422,132511035,2006,Wednesday,TRUE,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5
561,0,5500000,4.711231,10016934,2012,Tuesday,FALSE,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
562,0,15000000,14.511442,16633035,2009,Sunday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
563,0,40223603,6.76513,18112929,2012,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
564,1,250000000,20.644776,958400000,2013,Wednesday,TRUE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
565,0,6300000,4.38806,419953,2012,Sunday,FALSE,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
566,1,31469809,8.387519,76578911,1995,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
567,0,2650000,4.471515,3100000,1962,Tuesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
568,0,6400000,1.82294,5900000,2010,Friday,FALSE,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2
569,0,6000000,7.510159,3485127,2014,Thursday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2
570,0,4200000,8.233168,38376497,1984,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
571,0,135000000,13.89018,76932943,2005,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
572,0,10000000,5.024459,11411644,2002,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
573,1,28000000,13.570264,60700000,2013,Wednesday,TRUE,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4
574,0,2500000,5.490505,8750000,1955,Wednesday,TRUE,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
575,0,125000000,15.049695,544272402,2004,Wednesday,TRUE,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5
576,0,25000000,11.109932,11000000,1986,Friday,FALSE,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3
577,0,24738475,9.861672,46405336,1993,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
578,1,26000000,13.003122,183293131,2009,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3
579,0,160000000,287.253654,1262886337,2017,Thursday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
580,0,1271000,7.441117,3788000,1955,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
581,0,40000000,16.453573,86234523,2016,Wednesday,TRUE,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4
582,0,18534005,11.966566,1382462,1990,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
583,1,113000000,13.165421,850000000,2005,Tuesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
584,0,4494239,4.074783,6000000,1960,Friday,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
585,0,35000000,5.370818,11560806,2003,Friday,FALSE,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,4
586,0,30000000,8.587129,180622424,2002,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
587,0,5000000,13.524048,2450846,2014,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
588,0,13109535,13.235179,5979292,1983,Friday,FALSE,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2
589,0,1,1.280455,2,2003,Friday,FALSE,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
590,0,21768374,11.950477,20000000,1992,Thursday,FALSE,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3
591,0,6000000,11.732546,9077700,2015,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
592,1,40000000,9.420931,124827316,2016,Thursday,TRUE,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4
593,0,25000000,7.409179,38748395,1986,Friday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3
594,0,5000000,15.021058,98450062,2015,Thursday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
595,1,11000000,18.344227,235483004,1999,Friday,TRUE,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2
596,0,2053648,2.691433,500000,1999,Friday,FALSE,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
597,0,85000000,11.057536,59908565,2006,Monday,FALSE,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,5
598,0,1000000,17.911314,36764313,1954,Sunday,TRUE,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
599,0,1200000,2.017413,14363400,1978,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
600,1,90000000,14.753545,206172544,2014,Monday,TRUE,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5
601,0,3000000,6.409512,10400000,1960,Sunday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
602,0,41096576,14.331454,9504139,2011,Monday,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4
603,0,13025326,1.893822,4385312,1984,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
604,0,40000000,13.876881,120455994,2006,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
605,0,80000000,14.987902,10166502,2005,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
606,0,9250000,2.132964,29174648,1979,Wednesday,TRUE,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2
607,0,22000000,6.303785,24188922,2010,Thursday,FALSE,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3
608,0,24694153,11.449373,17953778,1993,Friday,FALSE,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
609,0,27000000,1.408176,14683921,1992,Wednesday,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
610,1,21783378,7.477944,32710894,1992,Friday,FALSE,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
611,1,6874076,9.488593,4469460,1986,Saturday,FALSE,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2
612,0,800000,7.137026,62852,2003,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
613,0,15871221,5.007836,7399763,1988,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
614,0,11000000,4.08938,1044824,1993,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2
615,1,50000000,30.121292,709827462,2009,Sunday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
616,0,50000000,16.838145,71561644,2015,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,5
617,0,4317946,4.912681,4129250,2012,Thursday,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
618,0,30000000,9.058516,219076518,2007,Friday,TRUE,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,4
619,0,14000000,0.825638,16656125,1980,Thursday,FALSE,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3
620,1,103000000,8.18534,500188435,2014,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
621,0,4000000,5.032469,56666667,1967,Monday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
622,0,26794916,8.328596,11220670,1994,Tuesday,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4
623,1,4000000,6.314697,1954937,2002,Friday,FALSE,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
624,0,150000000,26.024868,1023784195,2016,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
625,1,40000000,12.337898,58662452,1992,Thursday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
626,0,8250000,11.840985,30000000,1951,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
627,0,8000000,1.194377,1893139,1988,Friday,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
628,0,40000000,14.384554,37279439,2016,Thursday,FALSE,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4
629,1,40000000,15.010525,158733820,2005,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4
630,0,16660642,6.617717,2692037,1989,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3
631,0,967686,11.934045,4270000,2010,Friday,TRUE,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
632,0,35000000,10.794556,39340177,2010,Friday,FALSE,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
633,1,12000000,15.297121,78868508,1982,Tuesday,TRUE,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2
634,0,14000000,11.090265,19777647,2007,Tuesday,FALSE,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
635,0,50000,11.329733,249905,2007,Thursday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
636,0,6000000,9.023686,11122090,2015,Wednesday,FALSE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
637,1,40245266,4.725759,34153101,2012,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
638,0,25000000,7.257679,84565230,1999,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3
639,0,30000000,6.734065,50451307,2005,Wednesday,FALSE,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4
640,1,50000000,9.91556,113244290,2008,Thursday,TRUE,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
641,1,4500000,11.578578,58853106,1980,Saturday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
642,0,6000000,10.505387,10409377,1999,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
643,0,11138306,2.340967,6000000,1981,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
644,0,80000000,7.210383,163733697,2008,Wednesday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,5
645,0,23000000,9.604552,29541790,2007,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3
646,0,6500000,9.369527,24793509,2005,Monday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
647,0,2000000,9.02255,70000000,2006,Wednesday,TRUE,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
648,1,200000000,26.114917,531865000,2013,Thursday,TRUE,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,5
649,0,16679218,2.132858,8800000,1989,Friday,FALSE,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3
650,0,105000000,7.291872,133718711,2015,Thursday,FALSE,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
651,0,40000000,6.159379,24719215,2012,Thursday,FALSE,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4
652,0,20000000,16.205105,121463226,2007,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
653,0,43543135,6.15698,2262223,2014,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
654,0,16000000,2.549325,4192440,1988,Saturday,FALSE,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
655,0,50000000,10.223582,25035950,2016,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,5
656,0,9000000,2.089842,18130000,2009,Friday,TRUE,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2
657,0,35312332,5.063701,5926128,1997,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4
658,0,40064340,14.67986,3317662,2010,Friday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4
659,0,41092619,2.92387,7732325,2011,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
660,0,130000000,9.566135,49554002,2008,Tuesday,FALSE,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5
661,0,150000000,15.884744,331957105,2016,Friday,TRUE,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5
662,0,22500000,18.908782,29252978,2016,Friday,FALSE,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3
663,0,39848885,12.553657,55447968,2008,Friday,FALSE,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4
664,0,5000000,8.645067,3305592,2017,Friday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
665,0,13000000,4.654312,1646788,2016,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
666,1,40000000,13.689855,332000000,1989,Monday,TRUE,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4
667,0,21748871,4.582718,22697691,1992,Friday,FALSE,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,3
668,0,24654756,2.614785,12416686,1993,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
669,0,2500000,2.296734,764083,1993,Sunday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
670,1,19000000,8.385361,70067909,2004,Saturday,TRUE,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3
671,0,1601792,2.329513,253527,2005,Sunday,FALSE,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
672,0,46289020,3.457153,2334228,2015,Sunday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
673,0,94000000,6.587711,95311434,2011,Thursday,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
674,0,1300000,5.184013,72266306,1971,Friday,TRUE,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
675,1,40000000,17.496832,222300000,1989,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
676,0,13000000,10.890236,73180723,2000,Friday,TRUE,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2
677,0,40000000,2.947411,10959475,2002,Wednesday,FALSE,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4
678,0,25000000,14.141837,93617009,2010,Friday,TRUE,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
679,1,13000000,24.515462,20560255,1991,Friday,FALSE,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2
680,0,110000000,16.747793,177238796,2010,Thursday,FALSE,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,5
681,0,5000000,8.585856,58978653,2015,Thursday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
682,0,3000000,12.822085,14016568,2016,Friday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
683,0,7000000,3.18614,453079,2010,Sunday,FALSE,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
684,0,15000000,11.179855,32056467,1973,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
685,1,20000000,10.605851,135680000,2003,Friday,TRUE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
686,0,14000000,11.535478,13551174,2012,Friday,FALSE,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
687,1,3000000,7.351028,18492362,2001,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
688,0,500000,4.433261,138730,2011,Friday,FALSE,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
689,1,75000000,18.311054,220021259,2016,Thursday,TRUE,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
690,0,42000000,9.874043,363889678,1999,Thursday,TRUE,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,4
691,0,13766647,5.50751,1400000,1985,Friday,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
692,1,33000000,11.840557,244386864,1998,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4
693,0,15000000,3.94159,21000000,2006,Friday,FALSE,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
694,1,50000000,12.229381,42277365,1996,Friday,FALSE,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5
695,0,32000000,11.119707,60740827,2005,Friday,FALSE,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4
696,0,12000000,9.592265,41205099,1996,Friday,TRUE,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2
697,0,100000,1.522753,22000000,1972,Tuesday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
698,1,46281490,14.307672,233755553,2015,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
699,0,1000000,2.678923,2402459,2001,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
700,0,886000,6.507597,2600000,1936,Thursday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
701,0,50000000,9.082538,170128460,2004,Friday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,5
702,0,7577723,9.555852,1250000,1962,Wednesday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
703,0,110000000,8.555544,103951461,2004,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
704,1,2700000,7.048957,15992615,2004,Tuesday,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
705,0,3860000,8.959821,64076736,2013,Tuesday,TRUE,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
706,0,10000000,3.759301,150000000,2015,Friday,TRUE,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
707,0,54000000,11.415316,7266209,2003,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
708,0,6000000,2.447359,161000000,1976,Thursday,TRUE,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2
709,0,12000000,8.032616,3148182,2008,Wednesday,FALSE,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
710,1,150000000,28.505341,374218673,2005,Friday,TRUE,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,5
711,1,14500000,5.892859,65497208,2003,Wednesday,TRUE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3
712,0,30000000,10.778028,36160375,2011,Thursday,FALSE,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,4
713,0,18559777,0.91273,1305887,1990,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3
714,0,40063805,8.870325,21520719,2010,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
715,1,150000000,29.36178,378858340,2015,Wednesday,TRUE,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5
716,0,42670049,7.464981,16803753,2006,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4
717,0,4000000,5.296777,9797098,1988,Friday,TRUE,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
718,0,10721568,1.68625,2978994,2016,Friday,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
719,0,42670049,4.581577,11449638,2006,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
720,0,20000000,5.219667,27187375,2013,Thursday,FALSE,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
721,1,355000,7.503126,1012189,1931,Thursday,TRUE,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
722,1,54000000,17.185349,136766062,1990,Monday,TRUE,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5
723,0,20000000,16.01076,7227038,2016,Thursday,FALSE,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3
724,0,24000000,2.818802,2642983,1997,Friday,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
725,0,6400000,1.856101,18000000,2013,Friday,TRUE,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2
726,0,6000000,9.424157,48027970,2006,Friday,TRUE,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
